blr_id,blr_name,blr_category_name,blr_coverage
APPFEE000KER09,Al Falah Green Valley,Education Fees,IND-KER-Wayanad
APPFEE000KER10,"Al Fathah International School, Thennala",Education Fees,IND-KER-Malappuram
APPFEE000KER11,"Jnanodaya Central School, Kalady",Education Fees,IND-KER-Ernakulam
APPFEE000KER12,"Jyothi Public School,Nalamile",Education Fees,IND-KER-Ernakulam
APPFEE000KER13,"K H M English Medium School ,Manikoth,Kanhangad",Education Fees,IND-KER-Kasargod
APPFEE000KER14,"Kadambur English Medium School, Kannur",Education Fees,IND-KER-Kannur
APPFEE000KER15,"Kmm English School, Malappuram",Education Fees,IND-KER-Malappuram
APPFEE000KER16,Kottappuram Central School,Education Fees,IND-KER-Palakkad
APPFEE000KER17,Kulapathi Munshi Bhavan'S Vidya Mandir Pottore,Education Fees,IND-KER-Thrissur
APPFEE000KER18,"LFCGHSS Guruvayoor, Thrissur",Education Fees,IND-KER-Thrissur
APPFEE000KER19,"Life Valley International School, Kanjirapally, Kottayam.",Education Fees,IND-KER-Kottayam
APPFEE000KER20,"Life Valley Public School,Kottayam",Education Fees,IND-KER-Kottayam
APPFEE000KER21,"Al Irshad English School Killimangalam, Thrissur",Education Fees,IND-KER-Thrissur
APPFEE000KER22,"Little Feet Kindergarten Vadakara, Kozhikode",Education Fees,IND-KER-Kozhikode
APPFEE000KER23,"Little Flower English Medium Lp School, Puthur",Education Fees,IND-KER-Kollam
APPFEE000KER24,"Little Flower Ghss Chelakkara, Thrissur",Education Fees,IND-KER-Thrissur
APPFEE000KER25,"Little Flower Girls H S, Kanhangad",Education Fees,IND-KER-Kasargod
APPFEE000KER26,"Little Flower Vidyanikethan Icse School, Monippally",Education Fees,IND-KER-Kottayam
APPFEE000KER27,"Lourde Matha Hss, Mangalam Dam",Education Fees,IND-KER-Palakkad
APPFEE000KER28,"Love And Care Pre School ,Kanjikode",Education Fees,IND-KER-Palakkad
APPFEE000KER29,"Loyola School Sreekariyam, Trivandrum",Education Fees,IND-KER-Thiruvananthapuram
APPFEE000KER30,"M A M Central School Padanad, Chengannur",Education Fees,IND-KER-Alappuzha
APPFEE000KER31,Mar Baselios School Maruthamonpally Kollam,Education Fees,IND-KER-Kollam
APPFEE000KER32,"Al Manar Senior Secondary School, Erattupetta",Education Fees,IND-KER-Kottayam
APPFEE000KER33,"Markaz Al Hilal English Medium School, Kozhikode",Education Fees,IND-KER-Kozhikode
APPFEE000KER34,"Markaz, Athavanad",Education Fees,IND-KER-Malappuram
APPFEE000KER35,"Markaz International School ,Kozhikode",Education Fees,IND-KER-Kozhikode
APPFEE000KER36,"Markaz Public School, Elathur",Education Fees,IND-KER-Kozhikode
APPFEE000KER37,"Markaz Public School ,Koyilandy",Education Fees,IND-KER-Kozhikode
APPFEE000KER38,"Markaz Public School, Pillassery",Education Fees,IND-KER-Kozhikode
APPFEE000KER39,"Markaz Public School, Chirakkambam, Sulthan Bathery",Education Fees,IND-KER-Wayanad
APPFEE000KER40,"Mary Giri Vidya Mandir Icse School Punalur, Kollam",Education Fees,IND-KER-Kollam
APPFEE000KER41,"Mary Matha Public School, Parathodu",Education Fees,IND-KER-Kottayam
APPFEE000KER42,"Mes Campus School, Kuttippuram",Education Fees,IND-KER-Malappuram
APPFEE000KER43,"Alhidaya Central School Kondoorkkara, Pattambi",Education Fees,IND-KER-Palakkad
APPFEE000KER44,"MES English Medium School ,Kannanalloor",Education Fees,IND-KER-Kollam
APPFEE000KER45,"Mes Higher Secondary School ,Irimbiliyam",Education Fees,IND-KER-Malappuram
APPFEE000KER46,"Mes Hss ,Ponnani",Education Fees,IND-KER-Malappuram
APPFEE000KER47,"Mes Igcse Schoo,l Tirur",Education Fees,IND-KER-Malappuram
APPFEE000KER48,"MES, Managalam",Education Fees,IND-KER-Malappuram
APPFEE000KER49,"Mes Mcc Central School, Perinthalmanna",Education Fees,IND-KER-Malappuram
APPFEE000KER50,"MES ,Valanchery",Education Fees,IND-KER-Malappuram
APPFEE000KER51,"Min Public School Mekkadampu, Ernakulam",Education Fees,IND-KER-Ernakulam
APPFEE000KER52,"MMM HS, Moodal",Education Fees,IND-KER-Malappuram
APPFEE000KER53,"Mount Hira International School, Kanchipura",Education Fees,IND-KER-Malappuram
APPFEE000KER54,"Alpha English Medium School, Karumanamkurussi, Palakkad",Education Fees,IND-KER-Palakkad
APPFEE000KER55,"MTI Central School Pottachira, Palakkad",Education Fees,IND-KER-Palakkad
APPFEE000KER56,"Muslim School, Kaniyapuram",Education Fees,IND-KER-Thiruvananthapuram
APPFEE000KER57,"N A Model English School ,Kasaragod",Education Fees,IND-KER-Kasargod
APPFEE000KER58,N.S.S.E.M.H.S.Tirur,Education Fees,IND-KER-Malappuram
APPFEE000KER59,"Najmul Huda Hss Kavathikalam, Kottakkal",Education Fees,IND-KER-Malappuram
APPFEE000KER60,"National Central School, Ezhamkulam",Education Fees,IND-KER-Pathanamthitta
APPFEE000KER61,"Nest Public School Petta, Kozhikode",Education Fees,IND-KER-Malappuram
APPFEE000KER62,"Nirmala Junior School, Muvattupuzha",Education Fees,IND-KER-Ernakulam
APPFEE000KER63,"Nirmalamatha Convent Eyyal, Thrissur",Education Fees,IND-KER-Thrissur
APPFEE000KER64,"Nss Higher Secondary School, Mullurkara",Education Fees,IND-KER-Thrissur
APPFEE000KER65,Amal English School,Education Fees,IND-KER-Thrissur
APPFEE000KER66,O Khalid Memorial English Medium School,Education Fees,IND-KER-Kannur
APPFEE000KER67,"Olive Public School, Perambra",Education Fees,IND-KER-Kozhikode
APPFEE000KER68,"Our Lady Of Mercy Hss, Aroor, Cherthala,Alappuzha",Education Fees,IND-KER-Alappuzha
APPFEE000KER69,"Paramekavu Vidya Mandir, Thrissur",Education Fees,IND-KER-Thrissur
APPFEE000KER70,"Peace Public School ,Kottakal",Education Fees,IND-KER-Malappuram
APPFEE000KER71,"Peace Public School ,Manjeri",Education Fees,IND-KER-Malappuram
APPFEE000KER72,"Peace Public School Vengara, Malappuram",Education Fees,IND-KER-Malappuram
APPFEE000KER73,"Prabhath Residential Public School Karimugal, Ekm",Education Fees,IND-KER-Ernakulam
APPFEE000KER74,"Presidency College Erumapetty, Thrissur",Education Fees,IND-KER-Thrissur
APPFEE000KER75,"Rajas International School,Kurichy, Kottayam.",Education Fees,IND-KER-Kottayam
APPFEE000KER76,"Ananthapuri Cbse School, Trivandrum.",Education Fees,IND-KER-Thiruvananthapuram
APPFEE000KER77,"S H Public School Thrikodithanam,Kilimala",Education Fees,IND-KER-Kottayam
APPFEE000KER78,"SA-Adiya English Medium School, Deli,Kasaragod",Education Fees,IND-KER-Kasargod
APPFEE000KER79,"Sabarigiri Higher Secondary School, Anchal, Kollam",Education Fees,IND-KER-Kollam
APPFEE000KER80,"Sabarigiri International School, Trivandrum",Education Fees,IND-KER-Thiruvananthapuram
APPFEE000KER81,"Sabarigiri New Generation School, Nilamel, Kollam",Education Fees,IND-KER-Kollam
APPFEE000KER82,"Sabarigiri Residential School Anchal, Kollam",Education Fees,IND-KER-Kollam
APPFEE000KER83,"Sabarigiri Senior Secondary School, Punalur",Education Fees,IND-KER-Kollam
APPFEE000KER84,"Sacred Heart Hss Icse & Isc Junior College, Changanaserry",Education Fees,IND-KER-Alappuzha
APPFEE000KER85,"Sacred Heart Hss Kerala, Changanachery",Education Fees,IND-KER-Alappuzha
APPFEE000KER86,"Sai Nilayam Emhs ,Pampampallam",Education Fees,IND-KER-Palakkad
APPFEE000KER87,"Apollo School ,Thrikkadeeri",Education Fees,IND-KER-Palakkad
APPFEE000KER88,"Salafi English Medium School, Mathottam",Education Fees,IND-KER-Malappuram
APPFEE000KER89,"Salafi English Medium School ,Tirur",Education Fees,IND-KER-Malappuram
APPFEE000KER90,"San Jos Public School ,Pavaratty",Education Fees,IND-KER-Thrissur
APPFEE000KER91,"Santa Maria Senior Secondary School, Santhome",Education Fees,IND-KER-Ernakulam
APPFEE000KER92,"Saraswathi Vidya Mandir, Kalloorkad, Thodupuzha",Education Fees,IND-KER-Idukki
APPFEE000KER93,"Saraswathy Vidhyanikethan Central School ,Perambra",Education Fees,IND-KER-Thrissur
APPFEE000KER94,"Saraswathy Vidyanikethan Central School, Engandiyur",Education Fees,IND-KER-Thrissur
APPFEE000KER95,"Sdpy Central School Palluruthy, Ernakulam",Education Fees,IND-KER-Ernakulam
APPFEE000KER96,"SIM English Medium School, Alanallur",Education Fees,IND-KER-Palakkad
APPFEE000KER97,"Sir Syed English School ,Pavaratty",Education Fees,IND-KER-Thrissur
APPFEE000KER98,"APRM Central School, Kollam",Education Fees,IND-KER-Kollam
APPFEE000KER99,"Sirajul Huda English Medium School - Peringathur, Kannur",Education Fees,IND-KER-Kannur
APPFEE000MAH01,"Carmel Convent Pre Primary School, Khopoli",Education Fees,IND-MAH-Raigad
APPFEE000MAH02,"Carmel Convent School, Khopoli",Education Fees,IND-MAH-Raigad
APPFEE000MAH03,"Carmel Pre Primary School Dombivli, Mumbai.",Education Fees,IND-MAH-Raigad
APPFEE000MAH04,"Holy Angels School Dombivli, Mumbai,Maharashtra",Education Fees,IND-MAH-Thane
APPFEE000PUD01,"Excel Public School, Mahe",Education Fees,IND-PUD-Mahe
APPFEE000PUD02,"Avila English Medium School, Mahe",Education Fees,IND-PUD-Mahe
APPFEE000TND01,"Guru Saraan Public School, Coimbatore",Education Fees,IND-TND-Coimbatore
APPFEE000UTT01,"St Francis High School ,Tanakpur",Education Fees,IND-UTT-Champawat
APPFEE001KAR01,ASSISI SCHOOL BANGALORE,Education Fees,IND-KAR-Bengaluru
APPFEE001KAR02,CHRIST SCHOOL,Education Fees,IND-KAR-Bengaluru
APPFEE001KAR03,HOLY MOTHERS ENGLISH SCHOOL BANGALORE,Education Fees,IND-KAR-Bengaluru
APPFEE001KAR04,ST FRANCIS SCHOOL ICSE HONGASANDRA,Education Fees,IND-KAR-Bengaluru
APPFEE001KAR05,ST. MARY'S ENGLISH HIGH SCHOOLGEDDALA HALLI BENGALURU.,Education Fees,IND-KAR-Bengaluru
APPFEE001KAR06,ST. NORBERT SCHOOL,Education Fees,IND-KAR-Bengaluru
APPFEE001KAR07,ST. NORBERT SCHOOL DODDAGUBBI BANGALORE.,Education Fees,IND-KAR-Bengaluru
APPFEE001KAR08,SWARGARANI SCHOOL,Education Fees,IND-KAR-Bengaluru
APPFEE001KER01,PU SCIENCE COLLEGE KALABURAGI,Education Fees,IND-KAR-Gulbarga
APPFEE001KER02,Carmel International School,Education Fees,IND-KER-Alappuzha
APPFEE001KER03,HOLY ANGEL RESIDENTIAL SCHOOL AROOR,Education Fees,IND-KER-Alappuzha
APPFEE001KER04,OUR LADY OF MERCY SCHOOLAROOR CHERTHALA,Education Fees,IND-KER-Alappuzha
APPFEE001KER05,ST MARY'S HIGHER SECONDARY SCHOOL CHAMPAKULAM,Education Fees,IND-KER-Alappuzha
APPFEE001KER06,ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA,Education Fees,IND-KER-Ernakulam
APPFEE001KER07,AUXILIUM ICSE SCHOOL PALLURUTHY ERNAKULAM,Education Fees,IND-KER-Ernakulam
APPFEE001KER08,AUXILIUM SCHOOL KIDANGOOR ANGAMALY,Education Fees,IND-KER-Ernakulam
APPFEE001KER09,BAPPUJI ENGLISH MEDIUM SCHOOL Koothattukulam,Education Fees,IND-KER-Ernakulam
APPFEE001KER10,COCHIN PUBLIC SCHOOL THRIKKAKARA ERNAKULAM,Education Fees,IND-KER-Ernakulam
APPFEE001KER11,ISABELLA DE ROSIS PUBLIC SCHOOL,Education Fees,IND-KER-Ernakulam
APPFEE001KER12,JEEVASS CMI CENTRAL SCHOOL ALUVA,Education Fees,IND-KER-Ernakulam
APPFEE001KER13,JYOTHIS CENTRAL SCHOOL MANJAPRA ERNAKULAM,Education Fees,IND-KER-Ernakulam
APPFEE001KER14,KMJ PUBLIC SCHOOL KANJIRAMATTOM,Education Fees,IND-KER-Ernakulam
APPFEE001KER15,Mariam Thresia Public School Poovathussery,Education Fees,IND-KER-Ernakulam
APPFEE001KER16,MARY MATHA PUBLIC SCHOOL THRIKKAKARA,Education Fees,IND-KER-Ernakulam
APPFEE001KER17,MARY WARD ENGLISH MEDIUM SCHOOLPUTHENVELIKARA,Education Fees,IND-KER-Ernakulam
APPFEE001KER18,PRABHATH RESIDENTIAL PUBLIC SCHOOL,Education Fees,IND-KER-Ernakulam
APPFEE001KER19,SANTHI VIDYALAYA ICSE SCHOOL EDAKOCHI ERNAKULAM,Education Fees,IND-KER-Ernakulam
APPFEE001KER20,SREE VENKATESWARA HIGH SCHOOL THRIPPUNITHURA,Education Fees,IND-KER-Ernakulam
APPFEE001KER21,ST MARYS PUBLIC SCHOOL NAKAPUZHA,Education Fees,IND-KER-Ernakulam
APPFEE001KER22,ST. ANNE'S PUBLIC SCHOOL KOOVAPPADY,Education Fees,IND-KER-Ernakulam
APPFEE001KER23,ST. ANNE'S PUBLIC SCHOOL VATHAKKAD ANKAMALI,Education Fees,IND-KER-Ernakulam
APPFEE001KER24,Toc H Public School,Education Fees,IND-KER-Ernakulam
APPFEE001KER25,AMALAMBIKA ENGLISH MEDIUM SCHOOL THEKKADY,Education Fees,IND-KER-Idukki
APPFEE001KER26,DE PAUL PUBLIC SCHOOL,Education Fees,IND-KER-Idukki
APPFEE001KER27,INFANT JESUS RESI. SCHOOL KATTAPPANA,Education Fees,IND-KER-Idukki
APPFEE001KER28,JAI MATHA PUBLIC SCHOOL MARAYOOR,Education Fees,IND-KER-Idukki
APPFEE001KER29,Montfort School,Education Fees,IND-KER-Idukki
APPFEE001KER30,MOON SCHOOL OF CREATIVE SCIENCE THODUPUZHA,Education Fees,IND-KER-Idukki
APPFEE001KER31,NIRMALA PUBLIC SCHOOL KARIMANNOOR,Education Fees,IND-KER-Idukki
APPFEE001KER32,Sanjo CMI School Koduvelil,Education Fees,IND-KER-Idukki
APPFEE001KER33,WINNERS PUBLIC SCHOOL KARIMANNOOR,Education Fees,IND-KER-Idukki
APPFEE001KER34,ARAVINDA VIDYALAYAKANNUR,Education Fees,IND-KER-Kannur
APPFEE001KER35,HIDAYATH ENGLISH MEDIUM HIGH SCHOOL.,Education Fees,IND-KER-Kannur
APPFEE001KER36,LITTLE FLOWER SREEKANDAPURAM KANNUR,Education Fees,IND-KER-Kannur
APPFEE001KER37,MARY MATHA SENIOR SECONDARY SCHOOL PILATHARA,Education Fees,IND-KER-Kannur
APPFEE001KER38,ROYAL ENGLISH SCHOOLSYED NAGARTALIPARAMBA.,Education Fees,IND-KER-Kannur
APPFEE001KER39,ST MICHAEL'S AI HSS Kannur,Education Fees,IND-KER-Kannur
APPFEE001KER40,The Mother School Kannur,Education Fees,IND-KER-Kannur
APPFEE001KER41,ALIYA SENIOR SECONDARY SCHOOL KASARAGOD,Education Fees,IND-KER-Kasaragod
APPFEE001KER42,Sa-adiya English Medium Residential Senior Secondary School,Education Fees,IND-KER-Kasaragod
APPFEE001KER43,THAHANI ENGLISH SCHOOL,Education Fees,IND-KER-Kasaragod
APPFEE001KER44,AISWARYA PUBLIC SCHOOL,Education Fees,IND-KER-Kollam
APPFEE001KER45,Auxilium English Medium School Kottiyam,Education Fees,IND-KER-Kollam
APPFEE001KER46,CARMEL RESIDENTIAL SENIOR SECONDARY SCHOOL,Education Fees,IND-KER-Kollam
APPFEE001KER47,INFANT JESUS ANGLO-INDIAN HSS TANGASSERI KOLLAM,Education Fees,IND-KER-Kollam
APPFEE001KER48,LATHEEFA BEEVI MEMORIAL CBSE CENTRAL SCHOOL KOLLAM,Education Fees,IND-KER-Kollam
APPFEE001KER49,Little Flower English Medium High School Thrippilazhikom,Education Fees,IND-KER-Kollam
APPFEE001KER50,LOURDES MATHA PUBLIC SCHOOL MEENKULAM.,Education Fees,IND-KER-Kollam
APPFEE001KER51,Mar Baselios Ocean Star Public School,Education Fees,IND-KER-Kollam
APPFEE001KER52,NATIONAL PUBLIC SCHOOL KOTTIYAM,Education Fees,IND-KER-Kollam
APPFEE001KER53,NATIONAL PUBLIC SCHOOL KARUKONE ANCHAL KOLLAM,Education Fees,IND-KER-Kollam
APPFEE001KER54,PRESHITHA MATHA SCHOOL MANGAD,Education Fees,IND-KER-Kollam
APPFEE001KER55,ST BENEDICT ENGLISH MEDIUM SCHOOL PUNALUR KOLLAM,Education Fees,IND-KER-Kollam
APPFEE001KER56,ST CHARLES BORROMEO CONVENT SCHOOL THRIKKANNAPURAM KOLLAM,Education Fees,IND-KER-Kollam
APPFEE001KER57,ST JOSEPH INTERNATIONAL SCHOOL CHITTUMALA,Education Fees,IND-KER-Kollam
APPFEE001KER58,St. Charles Borromeo Convent School,Education Fees,IND-KER-Kollam
APPFEE001KER59,St. George Central School Ambalathumkala Kollam,Education Fees,IND-KER-Kollam
APPFEE001KER60,ST. JOHN'S SCHOOL ANCHAL,Education Fees,IND-KER-Kollam
APPFEE001KER61,St. Joseph International Academy Kumbalam Kollam,Education Fees,IND-KER-Kollam
APPFEE001KER62,St. Mary's EM Public School Uliyakovil,Education Fees,IND-KER-Kollam
APPFEE001KER63,STELLA MARIS ENGLISH MEDIUM SCHOOL KULATHUPUZHA,Education Fees,IND-KER-Kollam
APPFEE001KER64,TKM Centenary Public School,Education Fees,IND-KER-Kollam
APPFEE001KER65,TRAVANCORE DEVASWOM BOARD CENTRAL SCHOOL CHKVLY,Education Fees,IND-KER-Kollam
APPFEE001KER66,TRINITY LYCEUM NANTHIRICKAL KOLLAM,Education Fees,IND-KER-Kollam
APPFEE001KER67,Trinity LyceumFatima Road Kollam,Education Fees,IND-KER-Kollam
APPFEE001KER68,AIM Education Centre,Education Fees,IND-KER-Kottayam
APPFEE001KER69,Alphonsa Residential School Bharananganam,Education Fees,IND-KER-Kottayam
APPFEE001KER70,ASWAS VIDYA SADAN PAMBADY,Education Fees,IND-KER-Kottayam
APPFEE001KER71,Bappuji Central School Peruva,Education Fees,IND-KER-Kottayam
APPFEE001KER72,CARMEL PUBLIC SCHOOL AND JUNIOR COLLEGE PALA,Education Fees,IND-KER-Kottayam
APPFEE001KER73,CHAVARA PUBLIC SCHOOL PALA,Education Fees,IND-KER-Kottayam
APPFEE001KER74,EMMAUS PUBLIC SCHOOL KADUVAKULAMKOLLADKOTTAYAM,Education Fees,IND-KER-Kottayam
APPFEE001KER75,HOLY CROSS SCHOOL AYMANAM KOTTAYAM,Education Fees,IND-KER-Kottayam
APPFEE001KER76,HOLY FAMILY INTERNATIONAL SCHOOL ELANGOI,Education Fees,IND-KER-Kottayam
APPFEE001KER77,INFANT JESUS PUBLIC SCHOOL MANGALARAM,Education Fees,IND-KER-Kottayam
APPFEE001KER78,LIFE VALLEY INTERNATIONAL SCHOOL KOTTAYAM,Education Fees,IND-KER-Kottayam
APPFEE001KER79,LITTLE FLOWER VIDYANIKETHAN ICSE KE 096,Education Fees,IND-KER-Kottayam
APPFEE001KER80,NAVA JYOTHY ENGLISH MEDIUM SCHOOL MOONNILAVU,Education Fees,IND-KER-Kottayam
APPFEE001KER81,NIRMALA PUBLIC SCHOOL PIZHAKUPALA,Education Fees,IND-KER-Kottayam
APPFEE001KER82,Pallikoodam School Kottayam,Education Fees,IND-KER-Kottayam
APPFEE001KER83,SREE NARAYANA PUBLIC SCHOOL MUNDAKAYAM,Education Fees,IND-KER-Kottayam
APPFEE001KER84,SREENARAYANA CENTRAL SCHOOL PUTHUPALLY KOTTAYAM,Education Fees,IND-KER-Kottayam
APPFEE001KER85,ST. ALPHONSA PUBLIC SCHOOL ARUVITHURA,Education Fees,IND-KER-Kottayam
APPFEE001KER86,St. Kuriakose Public School Kaduthuruthy,Education Fees,IND-KER-Kottayam
APPFEE001KER87,St. Mary's Public School Puthuppally,Education Fees,IND-KER-Kottayam
APPFEE001KER88,BHARATIYA VIDYA BHAVAN SCHOOL CHEVAYUR,Education Fees,IND-KER-Kozhikode
APPFEE001KER89,EVERGREEN PUBLIC SCHOOL MUYIPPOTH KOZHIKODE,Education Fees,IND-KER-Kozhikode
APPFEE001KER90,GRACE PUBLIC SCHOOL PAYYOLI KOZHIKODE,Education Fees,IND-KER-Kozhikode
APPFEE001KER91,IDEAL PUBLIC SCHOOL KUTTIADI KOZHIKODE,Education Fees,IND-KER-Kozhikode
APPFEE001KER92,ISHAATH PUBLIC SCHOOL POONOOR,Education Fees,IND-KER-Kozhikode
APPFEE001KER93,Markaz English Medium S.S.School Karanthur,Education Fees,IND-KER-Kozhikode
APPFEE001KER94,MARKAZ PUBLIC SCHOOL BALUSSERY,Education Fees,IND-KER-Kozhikode
APPFEE001KER95,Markaz Public School Kuttichira,Education Fees,IND-KER-Kozhikode
APPFEE001KER96,MARKAZ PUBLIC SCHOOL POOKKAD,Education Fees,IND-KER-Kozhikode
APPFEE001KER97,Seen Public school Vadakara Kozhikode,Education Fees,IND-KER-Kozhikode
APPFEE001KER98,SRI SATHYA SAI VIDYA PEETH SRISAILAM NANDHI,Education Fees,IND-KER-Kozhikode
APPFEE001KER99,AL-AMEEN SENIOR SECONDARY SCHOOL MANKADA,Education Fees,IND-KER-Malappuram
APPFEE001MAH01,CARMEL CONVENT HIGH SCHOOL BADLAPUR,Education Fees,IND-MAH-Thane
APPFEE001MAH02,HOLY ANGELS' SCHOOL &JR COLLEGE,Education Fees,IND-MAH-Dombivali
APPFEE001MAH03,St Therese Convent School Dombivli Mumbai,Education Fees,IND-MAH-Dombivali
APPFEE001MAH04,ST THOMAS CONVENT PRE PRIMARY SCHOOL DOMBIVLI,Education Fees,IND-MAH-Dombivali
APPFEE001MAH05,ST THOMAS CONVENT SCHOOL DOMBIVLI,Education Fees,IND-MAH-Dombivali
APPFEE001MAH06,ST. THERESE CONVENT SCHOOL.D0MBIVLI,Education Fees,IND-MAH-Dombivali
APPFEE001MAH07,CARMEL JYOTHI EDUCATION SOCIETY S CARMEL CONVENT SCHOOL,Education Fees,IND-MAH-Raigad
APPFEE001MAH08,Angels' Paradise,Education Fees,IND-MAH-Maharashtra
APPFEE001MAH09,ST THERESE CONVENT PRE PRIMARY SCHOOL DOMBIVLI MUMBAI.,Education Fees,IND-MAH-Mumbai
APPFEE001MAH10,Carmel Jyothi Education Society's NIRMALA CONVENT HIGH SCHOOL,Education Fees,IND-MAH-Pune
APPFEE001MAH11,Nirmala Convent Pre Primary School Pune,Education Fees,IND-MAH-Pune
APPFEE001MAH12,ST THOMAS HIGH SCHOOL,Education Fees,IND-MAH-Thane
APPFEE001MAH13,ST.JOHN'S PRE-PRIMARY SCHOOL,Education Fees,IND-MAH-Thane
APPFEE001MAH14,ST.THOMAS PRIMARY SCHOOL,Education Fees,IND-MAH-Thane
APPFEE001TND01,Bharani Vidhyalaya Sr Sec School (CBSE),Education Fees,IND-TND-Karur
APPFEE001TND02,Shenbagam Matriculation Higher Secondary School,Education Fees,IND-TND-Coimbatore
APPFEE001TND03,Montfort School,Education Fees,IND-TND-Tiruchirappalli
APPFEE002KER01,BenchMark International School Tirur,Education Fees,IND-KER-Malappuram
APPFEE002KER02,Benchmark Senior Secondary School Tirur,Education Fees,IND-KER-Malappuram
APPFEE002KER03,BHARATIYA VIDYA BHAVAN thirunnavaya,Education Fees,IND-KER-Malappuram
APPFEE002KER04,BHARATIYA VIDYA BHAVAN'S SCHOOL VALANCHERY,Education Fees,IND-KER-Malappuram
APPFEE002KER05,DARUL ULOOM AINUL HUDA,Education Fees,IND-KER-Malappuram
APPFEE002KER06,GOODWILL ENGLISH SCHOOL POOKOTTUMPADAM,Education Fees,IND-KER-Malappuram
APPFEE002KER07,KHUTHBUZZAMAN ENGLISH MEDIUM HIGH SCHOOL TIRURANGADI,Education Fees,IND-KER-Malappuram
APPFEE002KER08,KOLLAKKAD ENGLISH MEDIUM SCHOOL KUTTIPPURAM,Education Fees,IND-KER-Malappuram
APPFEE002KER09,MARKAZ A R NAGAR,Education Fees,IND-KER-Malappuram
APPFEE002KER10,MERIDIAN PUBLIC SCHOOL PANDALLUR MALAPPURAM.,Education Fees,IND-KER-Malappuram
APPFEE002KER11,MES CENTRAL SCHOOL ATHANIKKAL VANIYAMBALAM,Education Fees,IND-KER-Malappuram
APPFEE002KER12,MES CENTRAL SCHOOL PUTHANATHANI,Education Fees,IND-KER-Malappuram
APPFEE002KER13,MES Central School Tanur,Education Fees,IND-KER-Malappuram
APPFEE002KER14,MES CENTRAL SCHOOL TIRUR,Education Fees,IND-KER-Malappuram
APPFEE002KER15,MES CENTRAL SCHOOL AR NAGAR,Education Fees,IND-KER-Malappuram
APPFEE002KER16,MIC ENGLISH MEDIUM SCHOOL CHERUKARA,Education Fees,IND-KER-Malappuram
APPFEE002KER17,Modern Higher Secondary School Pottur,Education Fees,IND-KER-Malappuram
APPFEE002KER18,NICT ENGLISH MEDIUM SCHOOL MALAPPURAM,Education Fees,IND-KER-Malappuram
